step,t_rel
start,9.922776371240616e-06
service1_announced,1.7540063709020615e-05
service1_bid_offer_received,6.693807803094387
service1_winner_chosen,6.708989250008017
service1_deploy_info_sent_to_provider,6.7590606226585805
service1_confirm_deploy_received,18.601354737766087
service2_announced,18.60162900481373
service2_bid_offer_received,24.65424618497491
service2_winner_chosen,24.678564137779176
service2_deploy_info_sent_to_provider,24.746367131825536
service2_confirm_deploy_received,30.59466706076637
service2_get_deploy_info_from_provider,30.632378857117146
establish_connection_with_provider_start,30.65265542268753
establish_connection_with_provider_finished,30.67039467394352
e2e_service_running,31.08560970192775
end,31.085767853073776
